customer_id,customer_name,city,last_booking_date,recency,frequency,monetary,gender,age,R_score,F_score,M_score,RFM_score,RFM_code,segment
CUST02310,Customer 2310,Salem,2026-11-29,31,4,6219.0599999999995,Male,52,5,4,3,12,543,Loyal Customers
CUST02311,Customer 2311,Erode,2026-10-06,85,4,6192.59,Male,43,5,4,3,12,543,Loyal Customers
CUST02312,Customer 2312,Thanjavur,2025-06-11,567,2,3719.86,Male,47,1,2,2,5,122,Lost Customers
CUST02313,Customer 2313,Vellore,2026-10-22,69,6,11653.63,Male,65,5,5,5,15,555,Champions
CUST02314,Customer 2314,Pondicherry,2026-03-25,280,4,9438.07,Female,59,2,4,4,10,244,At Risk
CUST02315,Customer 2315,Bengaluru,2025-10-04,452,2,6579.87,Female,36,1,2,3,6,123,Lost Customers
CUST02316,Customer 2316,Pondicherry,2026-01-24,340,5,14685.64,Male,54,2,5,5,12,255,At Risk
CUST02317,Customer 2317,Coimbatore,2026-10-24,67,4,7760.04,Female,62,5,4,3,12,543,Loyal Customers
CUST02318,Customer 2318,Madurai,2026-07-05,178,4,6514.92,Female,20,3,4,3,10,343,Loyal Customers
CUST02319,Customer 2319,Salem,2026-11-08,52,2,4493.6,Other,25,5,2,2,9,522,Potential Loyalists
CUST02320,Customer 2320,Trichy,2025-06-26,552,1,1600.3,Female,57,1,1,1,3,111,Lost Customers
CUST02321,Customer 2321,Thanjavur,2026-03-07,298,3,5296.45,Female,23,2,3,2,7,232,At Risk
CUST02322,Customer 2322,Trichy,2026-06-05,208,3,6512.91,Other,59,3,3,3,9,333,Need Attention
CUST02323,Customer 2323,Salem,2026-05-26,218,3,6955.01,Other,32,3,3,3,9,333,Need Attention
CUST02324,Customer 2324,Vellore,2025-10-29,427,3,8817.94,Male,23,1,3,4,8,134,At Risk
CUST02325,Customer 2325,Hyderabad,2026-12-13,17,1,884.85,Female,61,5,1,1,7,511,New Customers
CUST02326,Customer 2326,Trichy,2026-08-15,137,2,5232.22,Other,43,4,2,2,8,422,Potential Loyalists
CUST02327,Customer 2327,Bengaluru,2026-07-23,160,3,4298.7300000000005,Female,56,3,3,2,8,332,Need Attention
CUST02328,Customer 2328,Thanjavur,2026-10-06,85,8,26691.14,Male,60,5,5,5,15,555,Champions
CUST02329,Customer 2329,Tirunelveli,2025-12-03,392,3,9215.74,Male,63,1,3,4,8,134,At Risk
CUST02330,Customer 2330,Chennai,2026-12-02,28,4,18028.45,Female,41,5,4,5,14,545,Champions
CUST02331,Customer 2331,Salem,2026-07-11,172,6,9478.76,Female,40,3,5,4,12,354,Loyal Customers
CUST02332,Customer 2332,Trichy,2026-12-29,1,4,8670.74,Other,23,5,4,4,13,544,Champions
CUST02333,Customer 2333,Tirunelveli,2025-10-13,443,2,7316.79,Female,65,1,2,3,6,123,Lost Customers
CUST02334,Customer 2334,Madurai,2026-08-26,126,6,11360.1,Female,36,4,5,5,14,455,Champions
CUST02335,Customer 2335,Pondicherry,2026-08-27,125,1,1214.96,Other,45,4,1,1,6,411,New Customers
CUST02336,Customer 2336,Bengaluru,2026-07-24,159,2,6997.62,Male,55,3,2,3,8,323,Need Attention
CUST02337,Customer 2337,Salem,2026-07-25,158,3,3909.73,Male,31,3,3,2,8,332,Need Attention
CUST02338,Customer 2338,Coimbatore,2026-06-10,203,1,4059.56,Other,39,3,1,2,6,312,Need Attention
CUST02339,Customer 2339,Chennai,2026-10-17,74,6,16930.010000000002,Female,23,5,5,5,15,555,Champions
CUST02340,Customer 2340,Tirunelveli,2026-03-04,301,4,10213.86,Other,35,2,4,4,10,244,At Risk
CUST02341,Customer 2341,Pondicherry,2026-10-07,84,4,6646.9400000000005,Other,47,5,4,3,12,543,Loyal Customers
CUST02342,Customer 2342,Madurai,2026-04-07,267,4,3783.83,Male,30,2,4,2,8,242,At Risk
CUST02343,Customer 2343,Vellore,2025-04-18,621,1,801.54,Female,36,1,1,1,3,111,Lost Customers
CUST02344,Customer 2344,Bengaluru,2026-03-03,302,4,12912.39,Male,37,2,4,5,11,245,At Risk
CUST02345,Customer 2345,Pondicherry,2026-11-08,52,7,27237.489999999998,Female,53,5,5,5,15,555,Champions
CUST02346,Customer 2346,Chennai,2026-11-30,30,3,6649.6,Male,19,5,3,3,11,533,Potential Loyalists
CUST02347,Customer 2347,Hyderabad,2026-08-15,137,2,3521.42,Female,37,4,2,2,8,422,Potential Loyalists
CUST02348,Customer 2348,Coimbatore,2025-08-24,493,2,3807.84,Other,48,1,2,2,5,122,Lost Customers
CUST02349,Customer 2349,Tirunelveli,2026-08-03,149,1,1808.63,Other,36,4,1,1,6,411,New Customers
CUST02350,Customer 2350,Hyderabad,2026-04-13,261,4,16876.08,Female,62,2,4,5,11,245,At Risk
CUST02351,Customer 2351,Salem,2026-08-19,133,2,7071.6,Male,25,4,2,3,9,423,Potential Loyalists
CUST02352,Customer 2352,Pondicherry,2025-10-27,429,3,8172.87,Male,56,1,3,4,8,134,At Risk
CUST02353,Customer 2353,Bengaluru,2026-04-03,271,4,6585.66,Other,48,2,4,3,9,243,At Risk
CUST02355,Customer 2355,Thanjavur,2026-11-06,54,4,6251.75,Other,25,5,4,3,12,543,Loyal Customers
CUST02356,Customer 2356,Chennai,2026-08-25,127,6,11465.74,Other,54,4,5,5,14,455,Champions
CUST02357,Customer 2357,Bengaluru,2026-10-29,62,3,11913.58,Female,28,5,3,5,13,535,Big Spenders
CUST02358,Customer 2358,Erode,2026-09-29,92,6,14995.37,Male,38,5,5,5,15,555,Champions
CUST02359,Customer 2359,Thanjavur,2026-02-07,326,2,1312.18,Other,26,2,2,1,5,221,Need Attention
CUST02360,Customer 2360,Thanjavur,2026-04-29,245,4,5974.429999999999,Male,35,2,4,3,9,243,At Risk
CUST02361,Customer 2361,Chennai,2025-11-21,404,2,1751.46,Other,40,1,2,1,4,121,Lost Customers
CUST02362,Customer 2362,Hyderabad,2025-11-09,416,2,5335.76,Female,51,1,2,2,5,122,Lost Customers
CUST02363,Customer 2363,Hyderabad,2026-09-17,104,1,2352.54,Other,30,4,1,1,6,411,New Customers
CUST02364,Customer 2364,Madurai,2026-11-16,44,4,12271.15,Male,56,5,4,5,14,545,Champions
CUST02365,Customer 2365,Hyderabad,2026-02-08,325,2,6925.0,Female,38,2,2,3,7,223,Need Attention
CUST02366,Customer 2366,Hyderabad,2026-10-18,73,3,7758.4,Female,35,5,3,3,11,533,Potential Loyalists
CUST02367,Customer 2367,Coimbatore,2026-02-25,308,4,7669.37,Other,41,2,4,3,9,243,At Risk
CUST02368,Customer 2368,Madurai,2025-09-09,477,3,8382.29,Other,40,1,3,4,8,134,At Risk
CUST02369,Customer 2369,Salem,2026-10-30,61,5,10032.95,Male,51,5,5,4,14,554,Champions
CUST02370,Customer 2370,Thanjavur,2026-03-26,279,5,12717.34,Female,44,2,5,5,12,255,At Risk
CUST02371,Customer 2371,Madurai,2025-03-04,666,1,476.04,Male,31,1,1,1,3,111,Lost Customers
CUST02372,Customer 2372,Vellore,2025-12-11,384,1,3709.62,Male,30,1,1,2,4,112,Lost Customers
CUST02373,Customer 2373,Vellore,2026-07-30,153,3,3647.5699999999997,Other,51,3,3,2,8,332,Need Attention
CUST02374,Customer 2374,Coimbatore,2026-08-02,150,2,3217.3100000000004,Other,62,4,2,2,8,422,Potential Loyalists
CUST02375,Customer 2375,Coimbatore,2026-01-24,340,2,3171.01,Female,22,2,2,1,5,221,Need Attention
CUST02376,Customer 2376,Erode,2026-11-04,56,4,12272.89,Male,19,5,4,5,14,545,Champions
CUST02377,Customer 2377,Thanjavur,2025-03-06,664,3,4768.389999999999,Female,62,1,3,2,6,132,At Risk
CUST02378,Customer 2378,Vellore,2026-07-03,180,2,8673.44,Female,56,3,2,4,9,324,Big Spenders
CUST02379,Customer 2379,Pondicherry,2026-04-10,264,4,3712.56,Female,29,2,4,2,8,242,At Risk
CUST02380,Customer 2380,Coimbatore,2026-08-20,132,3,7111.5199999999995,Male,65,4,3,3,10,433,Potential Loyalists
CUST02381,Customer 2381,Madurai,2026-09-05,116,4,7054.65,Male,62,4,4,3,11,443,Loyal Customers
CUST02382,Customer 2382,Madurai,2026-11-20,40,3,7663.58,Male,37,5,3,3,11,533,Potential Loyalists
CUST02383,Customer 2383,Tirunelveli,2025-04-28,611,2,6219.67,Male,23,1,2,3,6,123,Lost Customers
CUST02384,Customer 2384,Chennai,2025-05-09,600,1,5962.2,Male,22,1,1,3,5,113,Lost Customers
CUST02385,Customer 2385,Chennai,2026-08-05,147,4,5060.08,Female,45,4,4,2,10,442,Loyal Customers
CUST02387,Customer 2387,Erode,2026-09-19,102,5,7183.76,Other,21,4,5,3,12,453,Loyal Customers
CUST02388,Customer 2388,Coimbatore,2026-09-21,100,2,6113.92,Female,20,4,2,3,9,423,Potential Loyalists
CUST02389,Customer 2389,Coimbatore,2026-04-19,255,3,2628.05,Other,18,2,3,1,6,231,At Risk
CUST02390,Customer 2390,Trichy,2026-10-20,71,9,19606.45,Male,56,5,5,5,15,555,Champions
CUST02391,Customer 2391,Hyderabad,2025-09-21,465,2,1767.57,Male,29,1,2,1,4,121,Lost Customers
CUST02392,Customer 2392,Madurai,2026-10-17,74,2,3429.76,Male,23,5,2,2,9,522,Potential Loyalists
CUST02393,Customer 2393,Bengaluru,2026-07-07,176,1,3245.82,Other,35,3,1,2,6,312,Need Attention
CUST02394,Customer 2394,Vellore,2026-10-14,77,4,9506.59,Female,28,5,4,4,13,544,Champions
CUST02395,Customer 2395,Trichy,2026-09-04,117,2,4031.9,Other,57,4,2,2,8,422,Potential Loyalists
CUST02396,Customer 2396,Coimbatore,2026-08-04,148,3,4157.04,Other,22,4,3,2,9,432,Potential Loyalists
CUST02397,Customer 2397,Vellore,2026-09-04,117,4,10611.789999999999,Other,18,4,4,4,12,444,Champions
CUST02398,Customer 2398,Salem,2026-03-23,282,4,8387.79,Other,30,2,4,4,10,244,At Risk
CUST02399,Customer 2399,Pondicherry,2026-11-18,42,3,4129.8099999999995,Other,18,5,3,2,10,532,Potential Loyalists
CUST02400,Customer 2400,Pondicherry,2026-08-16,136,4,10331.81,Male,50,4,4,4,12,444,Champions
CUST02401,Customer 2401,Bengaluru,2026-02-26,307,2,2281.58,Female,62,2,2,1,5,221,Need Attention
CUST02402,Customer 2402,Coimbatore,2026-06-23,190,4,4644.59,Female,61,3,4,2,9,342,Loyal Customers
CUST02403,Customer 2403,Tirunelveli,2026-05-23,221,3,11479.71,Female,42,3,3,5,11,335,Big Spenders
CUST02404,Customer 2404,Tirunelveli,2025-07-23,525,3,7648.4800000000005,Other,32,1,3,3,7,133,At Risk
CUST02405,Customer 2405,Erode,2026-06-20,193,2,2510.69,Female,25,3,2,1,6,321,Need Attention
CUST02406,Customer 2406,Erode,2026-10-18,73,3,12077.220000000001,Other,26,5,3,5,13,535,Big Spenders
CUST02407,Customer 2407,Salem,2026-07-09,174,5,13116.5,Female,63,3,5,5,13,355,Loyal Customers
CUST02408,Customer 2408,Coimbatore,2025-12-27,368,2,2889.74,Other,20,2,2,1,5,221,Need Attention
CUST02409,Customer 2409,Tirunelveli,2026-07-11,172,1,2766.09,Female,25,3,1,1,5,311,Need Attention
CUST02410,Customer 2410,Pondicherry,2026-01-22,342,5,8008.599999999999,Female,56,2,5,4,11,254,At Risk
CUST02411,Customer 2411,Trichy,2026-10-26,65,2,6284.219999999999,Other,46,5,2,3,10,523,Potential Loyalists
CUST02412,Customer 2412,Tirunelveli,2026-10-30,61,2,1839.24,Female,36,5,2,1,8,521,New Customers
CUST02413,Customer 2413,Hyderabad,2026-06-23,190,1,2332.8,Male,48,3,1,1,5,311,Need Attention
CUST02414,Customer 2414,Hyderabad,2026-08-04,148,4,4466.7,Male,18,4,4,2,10,442,Loyal Customers
CUST02415,Customer 2415,Tirunelveli,2025-10-22,434,1,1857.66,Other,24,1,1,1,3,111,Lost Customers
CUST02416,Customer 2416,Hyderabad,2025-01-11,718,1,682.18,Other,60,1,1,1,3,111,Lost Customers
CUST02417,Customer 2417,Tirunelveli,2026-08-01,151,3,7267.07,Male,27,4,3,3,10,433,Potential Loyalists
CUST02418,Customer 2418,Coimbatore,2026-06-12,201,5,4147.8,Other,55,3,5,2,10,352,Loyal Customers
CUST02419,Customer 2419,Thanjavur,2026-11-20,40,4,13135.06,Male,22,5,4,5,14,545,Champions
CUST02420,Customer 2420,Bengaluru,2025-08-20,497,3,3331.3900000000003,Female,30,1,3,2,6,132,At Risk
CUST02421,Customer 2421,Trichy,2026-09-21,100,4,7328.119999999999,Female,25,4,4,3,11,443,Loyal Customers
CUST02422,Customer 2422,Erode,2026-08-14,138,6,10454.92,Female,64,4,5,4,13,454,Champions
CUST02423,Customer 2423,Bengaluru,2026-04-01,273,6,14516.960000000001,Other,55,2,5,5,12,255,At Risk
CUST02425,Customer 2425,Tirunelveli,2026-04-06,268,1,1907.96,Other,56,2,1,1,4,211,Need Attention
CUST02426,Customer 2426,Madurai,2026-10-19,72,3,7648.870000000001,Other,35,5,3,3,11,533,Potential Loyalists
CUST02427,Customer 2427,Coimbatore,2026-09-21,100,3,7066.06,Female,24,4,3,3,10,433,Potential Loyalists
CUST02428,Customer 2428,Trichy,2026-04-05,269,4,15318.65,Female,49,2,4,5,11,245,At Risk
CUST02429,Customer 2429,Coimbatore,2026-10-09,82,5,17424.65,Male,19,5,5,5,15,555,Champions
CUST02430,Customer 2430,Erode,2026-05-27,217,5,4412.54,Male,22,3,5,2,10,352,Loyal Customers
CUST02431,Customer 2431,Tirunelveli,2026-08-10,142,2,3420.4700000000003,Male,29,4,2,2,8,422,Potential Loyalists
CUST02432,Customer 2432,Madurai,2026-09-06,115,5,10519.82,Other,38,4,5,4,13,454,Champions
CUST02433,Customer 2433,Coimbatore,2025-01-24,705,2,4129.12,Other,57,1,2,2,5,122,Lost Customers
CUST02435,Customer 2435,Trichy,2025-12-03,392,3,8439.8,Female,47,1,3,4,8,134,At Risk
CUST02436,Customer 2436,Erode,2026-07-20,163,3,7904.65,Other,49,3,3,4,10,334,Big Spenders
CUST02437,Customer 2437,Thanjavur,2025-07-11,537,1,6389.75,Female,52,1,1,3,5,113,Lost Customers
CUST02438,Customer 2438,Chennai,2026-09-08,113,5,9977.69,Other,52,4,5,4,13,454,Champions
CUST02439,Customer 2439,Coimbatore,2026-08-02,150,5,8049.42,Male,45,4,5,4,13,454,Champions
CUST02440,Customer 2440,Tirunelveli,2026-05-26,218,5,9107.82,Female,38,3,5,4,12,354,Loyal Customers
CUST02441,Customer 2441,Chennai,2026-03-21,284,5,10875.58,Female,20,2,5,4,11,254,At Risk
CUST02442,Customer 2442,Salem,2025-02-06,692,1,428.87,Other,60,1,1,1,3,111,Lost Customers
CUST02443,Customer 2443,Tirunelveli,2025-08-25,492,1,4454.25,Male,49,1,1,2,4,112,Lost Customers
CUST02444,Customer 2444,Tirunelveli,2026-06-12,201,4,4677.21,Female,63,3,4,2,9,342,Loyal Customers
CUST02445,Customer 2445,Hyderabad,2026-09-13,108,4,8607.02,Male,54,4,4,4,12,444,Champions
CUST02446,Customer 2446,Hyderabad,2026-02-06,327,3,7006.58,Other,53,2,3,3,8,233,At Risk
CUST02447,Customer 2447,Erode,2026-03-18,287,3,3496.1,Other,48,2,3,2,7,232,At Risk
CUST02448,Customer 2448,Chennai,2026-10-04,87,3,6301.43,Male,50,5,3,3,11,533,Potential Loyalists
CUST02449,Customer 2449,Bengaluru,2026-10-14,77,4,7498.24,Female,49,5,4,3,12,543,Loyal Customers
CUST02450,Customer 2450,Thanjavur,2026-10-16,75,7,8938.01,Other,61,5,5,4,14,554,Champions
CUST02451,Customer 2451,Chennai,2025-12-20,375,3,8804.76,Female,38,2,3,4,9,234,At Risk
CUST02452,Customer 2452,Madurai,2026-04-14,260,1,1173.81,Other,20,2,1,1,4,211,Need Attention
CUST02453,Customer 2453,Pondicherry,2026-07-18,165,2,1573.02,Female,40,3,2,1,6,321,Need Attention
CUST02454,Customer 2454,Thanjavur,2026-07-08,175,3,9007.99,Male,58,3,3,4,10,334,Big Spenders
CUST02455,Customer 2455,Thanjavur,2026-09-26,95,9,19191.23,Male,45,4,5,5,14,455,Champions
CUST02456,Customer 2456,Chennai,2026-04-10,264,2,3241.32,Female,40,2,2,2,6,222,Need Attention
CUST02457,Customer 2457,Trichy,2026-06-15,198,3,8137.26,Male,33,3,3,4,10,334,Big Spenders
CUST02458,Customer 2458,Coimbatore,2026-11-13,47,2,3514.91,Female,55,5,2,2,9,522,Potential Loyalists
CUST02459,Customer 2459,Coimbatore,2026-06-01,212,3,3761.24,Male,37,3,3,2,8,332,Need Attention
CUST02460,Customer 2460,Vellore,2026-08-10,142,3,2785.15,Male,19,4,3,1,8,431,Need Attention
CUST02461,Customer 2461,Hyderabad,2026-09-19,102,5,20095.71,Male,47,4,5,5,14,455,Champions
CUST02462,Customer 2462,Vellore,2026-09-01,120,7,11795.099999999999,Female,54,4,5,5,14,455,Champions
CUST02463,Customer 2463,Pondicherry,2026-11-29,31,6,13446.69,Female,19,5,5,5,15,555,Champions
CUST02464,Customer 2464,Thanjavur,2026-10-09,82,4,9912.69,Other,19,5,4,4,13,544,Champions
CUST02465,Customer 2465,Thanjavur,2026-01-05,359,3,8197.67,Other,42,2,3,4,9,234,At Risk
CUST02466,Customer 2466,Coimbatore,2026-02-23,310,5,15455.4,Male,49,2,5,5,12,255,At Risk
CUST02467,Customer 2467,Thanjavur,2026-05-17,227,5,6696.63,Other,31,3,5,3,11,353,Loyal Customers
CUST02468,Customer 2468,Thanjavur,2026-10-12,79,2,1903.69,Other,60,5,2,1,8,521,New Customers
CUST02469,Customer 2469,Thanjavur,2026-10-31,60,4,6126.52,Other,37,5,4,3,12,543,Loyal Customers
CUST02470,Customer 2470,Hyderabad,2026-10-23,68,5,12879.26,Male,49,5,5,5,15,555,Champions
CUST02471,Customer 2471,Trichy,2026-04-17,257,4,4269.76,Male,52,2,4,2,8,242,At Risk
CUST02472,Customer 2472,Salem,2026-06-08,205,3,6932.0599999999995,Female,21,3,3,3,9,333,Need Attention
CUST02473,Customer 2473,Bengaluru,2026-08-25,127,9,18583.08,Female,32,4,5,5,14,455,Champions
CUST02474,Customer 2474,Bengaluru,2026-07-05,178,1,397.08,Male,63,3,1,1,5,311,Need Attention
CUST02475,Customer 2475,Salem,2026-02-17,316,4,11568.61,Other,39,2,4,5,11,245,At Risk
CUST02476,Customer 2476,Erode,2025-05-08,601,1,1114.37,Other,51,1,1,1,3,111,Lost Customers
CUST02477,Customer 2477,Coimbatore,2026-08-17,135,3,6878.33,Male,40,4,3,3,10,433,Potential Loyalists
CUST02478,Customer 2478,Salem,2026-06-19,194,3,7466.97,Female,50,3,3,3,9,333,Need Attention
CUST02479,Customer 2479,Thanjavur,2026-10-12,79,6,19090.71,Other,52,5,5,5,15,555,Champions
CUST02480,Customer 2480,Salem,2024-12-09,751,1,410.9,Female,43,1,1,1,3,111,Lost Customers
CUST02482,Customer 2482,Chennai,2026-08-28,124,6,13802.44,Other,29,4,5,5,14,455,Champions
CUST02483,Customer 2483,Madurai,2026-03-15,290,5,17326.66,Other,51,2,5,5,12,255,At Risk
CUST02484,Customer 2484,Hyderabad,2025-10-13,443,2,3403.08,Female,31,1,2,2,5,122,Lost Customers
CUST02485,Customer 2485,Salem,2026-08-29,123,5,7980.73,Other,47,4,5,4,13,454,Champions
CUST02486,Customer 2486,Tirunelveli,2026-03-13,292,4,4859.3,Other,57,2,4,2,8,242,At Risk
CUST02487,Customer 2487,Chennai,2025-01-10,719,1,2098.29,Other,58,1,1,1,3,111,Lost Customers
CUST02488,Customer 2488,Erode,2026-01-19,345,2,2777.2,Male,41,2,2,1,5,221,Need Attention
CUST02489,Customer 2489,Pondicherry,2026-08-09,143,4,7425.05,Male,27,4,4,3,11,443,Loyal Customers
CUST02490,Customer 2490,Tirunelveli,2026-05-26,218,3,6917.280000000001,Female,45,3,3,3,9,333,Need Attention
CUST02491,Customer 2491,Trichy,2025-05-17,592,2,6044.24,Male,58,1,2,3,6,123,Lost Customers
CUST02492,Customer 2492,Salem,2026-07-26,157,2,4528.87,Female,35,3,2,2,7,322,Need Attention
CUST02493,Customer 2493,Hyderabad,2026-03-23,282,2,3275.89,Male,34,2,2,2,6,222,Need Attention
CUST02494,Customer 2494,Trichy,2025-09-26,460,5,10746.78,Male,43,1,5,4,10,154,At Risk
CUST02495,Customer 2495,Chennai,2026-10-06,85,5,6027.69,Male,30,5,5,3,13,553,Loyal Customers
CUST02496,Customer 2496,Erode,2025-07-25,523,3,6812.62,Female,47,1,3,3,7,133,At Risk
CUST02497,Customer 2497,Hyderabad,2026-03-05,300,5,9825.88,Female,45,2,5,4,11,254,At Risk
CUST02498,Customer 2498,Salem,2025-10-02,454,4,9366.619999999999,Male,28,1,4,4,9,144,At Risk
CUST02499,Customer 2499,Salem,2026-01-30,334,1,4808.68,Male,34,2,1,2,5,212,Need Attention
CUST02500,Customer 2500,Hyderabad,2025-05-01,608,1,630.72,Other,29,1,1,1,3,111,Lost Customers
CUST02501,Customer 2501,Erode,2026-11-13,47,4,4431.54,Male,64,5,4,2,11,542,Loyal Customers
CUST02502,Customer 2502,Coimbatore,2026-10-16,75,2,2613.16,Male,21,5,2,1,8,521,New Customers
CUST02503,Customer 2503,Coimbatore,2026-08-18,134,3,3534.93,Other,37,4,3,2,9,432,Potential Loyalists
CUST02504,Customer 2504,Hyderabad,2026-08-14,138,5,8017.49,Female,60,4,5,4,13,454,Champions
CUST02505,Customer 2505,Madurai,2026-05-13,231,2,1145.77,Female,64,3,2,1,6,321,Need Attention
CUST02506,Customer 2506,Pondicherry,2026-04-24,250,8,11512.69,Male,54,2,5,5,12,255,At Risk
CUST02507,Customer 2507,Hyderabad,2026-10-28,63,7,18449.719999999998,Male,51,5,5,5,15,555,Champions
CUST02508,Customer 2508,Salem,2026-09-05,116,4,13596.52,Other,51,4,4,5,13,445,Champions
CUST02509,Customer 2509,Bengaluru,2026-08-08,144,1,4500.42,Male,33,4,1,2,7,412,New Customers
CUST02510,Customer 2510,Bengaluru,2026-07-18,165,3,3885.74,Female,39,3,3,2,8,332,Need Attention
CUST02511,Customer 2511,Pondicherry,2026-08-24,128,5,10526.869999999999,Female,65,4,5,4,13,454,Champions
CUST02512,Customer 2512,Madurai,2026-08-23,129,2,5879.3,Female,31,4,2,3,9,423,Potential Loyalists
CUST02513,Customer 2513,Salem,2025-12-23,372,2,5787.46,Male,31,2,2,3,7,223,Need Attention
CUST02514,Customer 2514,Bengaluru,2026-05-09,235,5,6671.8,Female,34,3,5,3,11,353,Loyal Customers
CUST02516,Customer 2516,Vellore,2026-11-09,51,2,2477.62,Male,38,5,2,1,8,521,New Customers
CUST02517,Customer 2517,Trichy,2026-10-30,61,3,3628.6099999999997,Female,61,5,3,2,10,532,Potential Loyalists
CUST02518,Customer 2518,Erode,2026-07-31,152,2,7561.900000000001,Male,41,4,2,3,9,423,Potential Loyalists
CUST02519,Customer 2519,Chennai,2026-09-01,120,3,6723.6,Female,37,4,3,3,10,433,Potential Loyalists
CUST02520,Customer 2520,Pondicherry,2025-07-13,535,2,4365.83,Other,20,1,2,2,5,122,Lost Customers
CUST02521,Customer 2521,Hyderabad,2026-10-04,87,6,14767.71,Male,62,5,5,5,15,555,Champions
CUST02522,Customer 2522,Tirunelveli,2025-08-22,495,1,5136.75,Female,53,1,1,2,4,112,Lost Customers
CUST02523,Customer 2523,Thanjavur,2026-05-15,229,4,7229.26,Other,62,3,4,3,10,343,Loyal Customers
CUST02524,Customer 2524,Vellore,2026-03-10,295,2,4334.6900000000005,Other,25,2,2,2,6,222,Need Attention
CUST02525,Customer 2525,Tirunelveli,2026-09-29,92,6,11717.28,Male,46,5,5,5,15,555,Champions
CUST02526,Customer 2526,Salem,2026-04-07,267,4,6986.95,Female,34,2,4,3,9,243,At Risk
CUST02527,Customer 2527,Trichy,2026-09-28,93,5,7717.8099999999995,Male,37,5,5,3,13,553,Loyal Customers
CUST02528,Customer 2528,Hyderabad,2026-07-14,169,3,4771.85,Male,46,3,3,2,8,332,Need Attention
CUST02529,Customer 2529,Chennai,2026-09-16,105,3,7942.58,Other,44,4,3,4,11,434,Big Spenders
CUST02530,Customer 2530,Erode,2026-10-31,60,2,2900.2,Male,49,5,2,1,8,521,New Customers
CUST02531,Customer 2531,Pondicherry,2025-09-03,483,1,5861.9,Female,39,1,1,3,5,113,Lost Customers
CUST02532,Customer 2532,Pondicherry,2026-03-01,304,2,11631.85,Male,28,2,2,5,9,225,Need Attention
CUST02533,Customer 2533,Thanjavur,2026-05-02,242,4,7858.14,Other,22,3,4,4,11,344,Loyal Customers
CUST02534,Customer 2534,Vellore,2026-05-22,222,7,14819.07,Other,64,3,5,5,13,355,Loyal Customers
CUST02535,Customer 2535,Pondicherry,2026-10-19,72,3,5187.75,Female,47,5,3,2,10,532,Potential Loyalists
CUST02536,Customer 2536,Hyderabad,2026-05-18,226,3,9225.630000000001,Male,59,3,3,4,10,334,Big Spenders
CUST02537,Customer 2537,Hyderabad,2026-03-26,279,1,5489.08,Other,46,2,1,3,6,213,Need Attention
CUST02538,Customer 2538,Trichy,2026-07-18,165,4,6024.7,Male,43,3,4,3,10,343,Loyal Customers
CUST02539,Customer 2539,Bengaluru,2026-04-18,256,1,1574.12,Female,38,2,1,1,4,211,Need Attention
CUST02540,Customer 2540,Trichy,2026-10-03,88,5,11193.42,Male,28,5,5,5,15,555,Champions
CUST02541,Customer 2541,Madurai,2026-06-18,195,5,9348.71,Other,59,3,5,4,12,354,Loyal Customers
CUST02542,Customer 2542,Tirunelveli,2026-03-18,287,3,4984.23,Other,61,2,3,2,7,232,At Risk
CUST02544,Customer 2544,Salem,2025-09-29,457,3,6360.68,Other,26,1,3,3,7,133,At Risk
CUST02545,Customer 2545,Thanjavur,2026-08-07,145,5,4954.1900000000005,Other,55,4,5,2,11,452,Loyal Customers
CUST02546,Customer 2546,Coimbatore,2026-11-22,38,4,8846.019999999999,Female,30,5,4,4,13,544,Champions
CUST02547,Customer 2547,Tirunelveli,2026-05-24,220,4,8539.279999999999,Female,29,3,4,4,11,344,Loyal Customers
CUST02548,Customer 2548,Trichy,2026-09-07,114,5,5887.58,Female,54,4,5,3,12,453,Loyal Customers
CUST02549,Customer 2549,Hyderabad,2026-02-28,305,3,6457.84,Male,53,2,3,3,8,233,At Risk
CUST02550,Customer 2550,Coimbatore,2026-04-07,267,3,11669.789999999999,Other,32,2,3,5,10,235,At Risk
CUST02551,Customer 2551,Pondicherry,2026-06-06,207,2,4146.48,Male,34,3,2,2,7,322,Need Attention
CUST02552,Customer 2552,Tirunelveli,2026-05-19,225,3,7609.25,Male,21,3,3,3,9,333,Need Attention
CUST02554,Customer 2554,Madurai,2026-07-12,171,3,12440.94,Male,41,3,3,5,11,335,Big Spenders
CUST02555,Customer 2555,Pondicherry,2025-12-19,376,5,17496.59,Male,18,2,5,5,12,255,At Risk
CUST02556,Customer 2556,Hyderabad,2026-05-24,220,4,10391.4,Female,47,3,4,4,11,344,Loyal Customers
CUST02557,Customer 2557,Pondicherry,2025-09-20,466,4,13869.720000000001,Male,32,1,4,5,10,145,At Risk
CUST02558,Customer 2558,Salem,2026-01-16,348,2,3762.34,Male,35,2,2,2,6,222,Need Attention
CUST02559,Customer 2559,Madurai,2026-09-13,108,2,8328.78,Female,42,4,2,4,10,424,Big Spenders
CUST02560,Customer 2560,Trichy,2026-07-12,171,8,20605.33,Male,56,3,5,5,13,355,Loyal Customers
CUST02561,Customer 2561,Hyderabad,2026-08-14,138,3,4476.33,Female,64,4,3,2,9,432,Potential Loyalists
CUST02562,Customer 2562,Tirunelveli,2026-07-05,178,3,6833.44,Female,29,3,3,3,9,333,Need Attention
